date;name;category;value
2003;Casanare;Permanencia y rezago;0
2003;Casanare;Permanencia y rezago;0
2003;Casanare;Permanencia y rezago;0
2003;Casanare;Permanencia y rezago;0
2003;Casanare;Permanencia y rezago;0
2003;Casanare;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;15
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;Putumayo;Permanencia y rezago;0
2003;San Andrés y Providencia;Permanencia y rezago;0
2003;San Andrés y Providencia;Permanencia y rezago;4
2003;Guainía;Permanencia y rezago;0
2003;Guainía;Permanencia y rezago;14
2003;Guaviare;Permanencia y rezago;0
2003;Guaviare;Permanencia y rezago;0
2003;Guaviare;Permanencia y rezago;0
2003;Guaviare;Permanencia y rezago;19
2003;Guaviare;Permanencia y rezago;0
2003;Amazonas;Permanencia y rezago;9
2003;Amazonas;Permanencia y rezago;0
2003;Amazonas;Permanencia y rezago;0
2003;Vichada;Permanencia y rezago;14
2003;Vichada;Permanencia y rezago;0
2003;Vichada;Permanencia y rezago;0
2003;Vichada;Permanencia y rezago;0
2003;Vaupés;Permanencia y rezago;0
2003;Vaupés;Permanencia y rezago;0
2003;Vaupés;Permanencia y rezago;14
2003;Vaupés;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;12
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Caldas;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;6
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
2003;Boyacá;Permanencia y rezago;0
